nom,prix,ancien_prix,remise_pct,url,image_url,site,categorie,date_scraping,en_promotion,gamme_prix,product_id
Table Basse Savona - Chêne,1195.0,1595.0,25.1,https://www.kitea.com/table-basse-savona-chene.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10064224989.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:22,True,Économique (500-1500),kitea_6127
Table Basse Lionte - Blanc,2259.0,2699.0,16.3,https://www.kitea.com/table-basse-lionte-blanc.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10101421501-44.png,kitea,Salon Et Sejour,2026-06-11 17:43:50,True,Milieu (1500-4000),kitea_6133
Table Basse Norica 1 Tiroir - Noir / Doré,2499.0,,0.0,https://www.kitea.com/table-basse-norica-1-tiroir-noir-dore.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/n/o/norica_lazt01_r.jpg,kitea,Salon Et Sejour,2026-06-11 17:43:17,False,Milieu (1500-4000),kitea_6146
Fauteuil Donna - Jaune,1995.0,3995.0,50.1,https://www.kitea.com/fauteuil-donna-jaune.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10094417337-3.png,kitea,Salon Et Sejour,2026-06-11 17:43:50,True,Milieu (1500-4000),kitea_6155
Living en bloc Anklam – Chêne / Blanc – 265 x 41 x 159 cm,2595.0,,0.0,https://www.kitea.com/living-en-bloc-anklam-chene-blanc-265-x-41-x-159-cm.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/d/e/design_sans_titre_44__1.png,kitea,Salon Et Sejour,2026-06-11 18:54:49,False,Milieu (1500-4000),kitea_6171
Lumière Led Meuble Tv Lombardo,299.0,395.0,24.3,https://www.kitea.com/lumiere-led-meuble-tv-lombardo.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/_/1/_1_0_10035582285-10035585285_1_.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:27,True,Entrée (<500),kitea_6174
Table Basse Lombardo - Marron,695.0,995.0,30.2,https://www.kitea.com/table-basse-lombardo-marron.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/_/1/_1_0_10038892242-3.jpg,kitea,Salon Et Sejour,2026-06-11 17:47:00,True,Économique (500-1500),kitea_6176
Table Basse Saint Tropez Marron Et Blanc,1995.0,,0.0,https://www.kitea.com/table-basse-saint-tropez-marron-et-blanc.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/_/1/_1_0_10043282243-1.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:37,False,Milieu (1500-4000),kitea_6183
Canapé D'Angle Droit Loft - Gris,13995.0,15995.0,12.5,https://www.kitea.com/canape-d-angle-droit-loft-gris.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10093754313-9.png,kitea,Salon Et Sejour,2026-06-11 17:45:32,True,Luxe (>10k),kitea_6189
Meuble Tv Dama - Gris Foncé Brillant,2695.0,3495.0,22.9,https://www.kitea.com/meuble-tv-dama-gris-fonce-brillant.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10094191375-yc_1_.png,kitea,Salon Et Sejour,2026-06-11 17:44:27,True,Milieu (1500-4000),kitea_6197
Table basse Majesty avec tiroir – 60 × 60 × 45 cm,2299.0,,0.0,https://www.kitea.com/table-basse-majesty-avec-tiroir-60-60-45-cm.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/d/e/design_sans_titre_46_.jpg,kitea,Salon Et Sejour,2026-06-11 18:54:49,False,Milieu (1500-4000),kitea_6206
"Meuble Tv Carpinus 180,2X48,8X47,7 Cm - Chêne",2395.0,2795.0,14.3,https://www.kitea.com/meuble-tv-carpinus-180-2x48-8x47-7-cm-chene.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10062753541.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:22,True,Milieu (1500-4000),kitea_6225
Table Ronde Soli 65X40Cm - Blanc / Noir,2995.0,4299.0,30.3,https://www.kitea.com/table-ronde-soli-blanc-noir.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10105734319.jpg,kitea,Salon Et Sejour,2026-06-11 18:55:19,True,Milieu (1500-4000),kitea_6227
Chaise Pretty - Gris Foncé,1095.0,1795.0,39.0,https://www.kitea.com/chaise-pretty-gris-fonce-1.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10095409420-8.jpg,kitea,Salon Et Sejour,2026-06-11 17:43:17,True,Économique (500-1500),kitea_6228
Buffet Infinito - Gris Anthracite / Marron,3495.0,4195.0,16.7,https://www.kitea.com/buffet-infinito-gris-anthracite-marron.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10087094192-2.png,kitea,Salon Et Sejour,2026-06-11 17:46:50,True,Milieu (1500-4000),kitea_6232
Canapé-Lit Donna,3995.0,,0.0,https://www.kitea.com/canape-lit-donna.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10094420343-base11.png,kitea,Salon Et Sejour,2026-06-11 18:54:32,False,Milieu (1500-4000),kitea_6246
Chaise Milu,649.0,,0.0,https://www.kitea.com/chaise-milu.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10103709269-yyy_1.jpg,kitea,Salon Et Sejour,2026-06-11 18:55:19,False,Économique (500-1500),kitea_6250
Table Basse Bailey - Chêne,995.0,,0.0,https://www.kitea.com/table-basse-bailey-chene-beige-clair.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/_/1/_1_0_10029959541.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:32,False,Économique (500-1500),kitea_6251
Canapé Moora - Gris Clair,12995.0,25995.0,50.0,https://www.kitea.com/canape-moora-gris-clair.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10081855361-1.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:17,True,Luxe (>10k),kitea_6261
Table De Coin Seoul Gigogne - Blanc / Argenté,595.0,995.0,40.2,https://www.kitea.com/table-de-coin-seoul-gigogne-blanc-argente.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/m/l/mlm-181541_room_shoot-1.jpg,kitea,Salon Et Sejour,2026-06-11 17:44:03,True,Économique (500-1500),kitea_6265
Table Basse Vigo Chêne/Blanc avec Plateau Coulissant – 149 × 50 × 40 cm,895.0,,0.0,https://www.kitea.com/table-basse-vigo-chene-blanc-avec-plateau-coulissant-149-50-40-cm.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/t/a/table_basse_a_plateau_coulissant_vigo.jpg,kitea,Salon Et Sejour,2026-06-11 18:54:49,False,Économique (500-1500),kitea_6267
Meuble Tv Tomy  155cm - Chêne / Blanc,599.0,899.0,33.4,https://www.kitea.com/meuble-tv-tomy-chene-blanc.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10104039761_1_.png,kitea,Salon Et Sejour,2026-06-11 18:54:32,True,Économique (500-1500),kitea_6269
Table Basse Extensible Lea,2599.0,,0.0,https://www.kitea.com/table-basse-extensible-lea.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10088769315-6_3.png,kitea,Salon Et Sejour,2026-06-11 17:45:32,False,Milieu (1500-4000),kitea_6275
Canapé D'Angle Gauche Infinity Avec Fonction Lit Et Rangement,15995.0,,0.0,https://www.kitea.com/canape-d-angle-gauche-infinity-avec-fonction-lit-et-rangement.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10105632294-799_1.png,kitea,Salon Et Sejour,2026-06-11 17:43:28,False,Luxe (>10k),kitea_6282
Fauteuil Melanie,2595.0,,0.0,https://www.kitea.com/fauteuil-melanie-73-75-81-5-cm-anthracite-1.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10108442375_7__2.png,kitea,Salon Et Sejour,2026-06-11 18:54:32,False,Milieu (1500-4000),kitea_6286
Grand Meuble Tv Carpinus - Chêne,2990.0,3795.0,21.2,https://www.kitea.com/grand-meuble-tv-carpinus-chene.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10062752541.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:22,True,Milieu (1500-4000),kitea_6289
Buffet Bas Oak Squere 2 Portes – Beige,2999.0,,0.0,https://www.kitea.com/buffet-oak-squere-105-3cm-beige.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10106264246-5.png,kitea,Salon Et Sejour,2026-06-11 17:43:28,False,Milieu (1500-4000),kitea_6304
Table Basse Kinshasa Avec Niche - Blanc / Beige,2495.0,3495.0,28.6,https://www.kitea.com/table-basse-kinshasa-avec-niche-blanc-beige.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10091143285-7.png,kitea,Salon Et Sejour,2026-06-11 17:45:10,True,Milieu (1500-4000),kitea_6306
Table Basse Tornado - Chêne,1295.0,1795.0,27.9,https://www.kitea.com/table-basse-tornado-chene.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10092602541-1.png,kitea,Salon Et Sejour,2026-06-11 17:44:03,True,Économique (500-1500),kitea_6314
Canapé D'Angle Firenze Réversible,14995.0,,0.0,https://www.kitea.com/canape-d-angle-firenze-reversible.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10088794343-1_2.png,kitea,Salon Et Sejour,2026-06-11 17:45:32,False,Luxe (>10k),kitea_6321
Meuble Tv Norica - Noir / Doré,4499.0,,0.0,https://www.kitea.com/meuble-tv-norica-noir-dore.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/n/o/norica_lazf01_r_1.jpg,kitea,Salon Et Sejour,2026-06-11 17:43:17,False,Premium (4000-10k),kitea_6323
Fauteuil Pivotant Washington - Jaune,2495.0,4795.0,48.0,https://www.kitea.com/fauteuil-pivotant-washington-jaune.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10081307337-4.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:56,True,Milieu (1500-4000),kitea_6335
Canapé D'Angle Holmes Réversible + 2 Poufs,14995.0,,0.0,https://www.kitea.com/canape-d-angle-holmes-reversible-2-poufs.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10088790343-15_2.png,kitea,Salon Et Sejour,2026-06-11 17:45:32,False,Luxe (>10k),kitea_6343
Chaise Vertigo - Chêne,1950.0,2495.0,21.8,https://www.kitea.com/chaise-vertigo-chene.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10062560541-base1.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:17,True,Milieu (1500-4000),kitea_6358
Meuble Tv  Flemens - Taupe / Chêne,4195.0,4995.0,16.0,https://www.kitea.com/meuble-tv-flemens-taupe-chene.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10062740904_1.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:22,True,Premium (4000-10k),kitea_6364
Canapé D'Angle Orion Avec Fonction Relax,12995.0,,0.0,https://www.kitea.com/canape-d-angle-orion-avec-relax.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10100823287-lo_1.png,kitea,Salon Et Sejour,2026-06-11 17:46:37,False,Luxe (>10k),kitea_6372
Meuble Tv Kinshasa Avec Niche - Beige,1995.0,2995.0,33.4,https://www.kitea.com/meuble-tv-kinshasa-avec-niche-beige.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10091141285-1.png,kitea,Salon Et Sejour,2026-06-11 17:46:46,True,Milieu (1500-4000),kitea_6376
Chaise Adisa,1295.0,,0.0,https://www.kitea.com/chaise-adisa.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/c/h/ch-adisa-bg1246.jpg,kitea,Salon Et Sejour,2026-06-11 18:55:19,False,Économique (500-1500),kitea_6380
Meuble Tv Hardy - Marron,4795.0,5495.0,12.7,https://www.kitea.com/meuble-tv-hardy-marron.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10086746314-swatch1.jpg,kitea,Salon Et Sejour,2026-06-11 17:45:49,True,Premium (4000-10k),kitea_6384
Table Basse Pesaro - Chêne / Gris,2895.0,3399.0,14.8,https://www.kitea.com/table-basse-pesaro-chene-gris.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/t/a/table_basse_pesaro_shoot_de_face_ferme_2099901528551_g.jpg,kitea,Salon Et Sejour,2026-06-11 17:43:17,True,Milieu (1500-4000),kitea_6398
Table Ronde Soli 45X45Cm - Blanc / Noir,1995.0,3299.0,39.5,https://www.kitea.com/table-ronde-soli-45x45cm-blanc-noir.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10105734319_1.jpg,kitea,Salon Et Sejour,2026-06-11 18:55:19,True,Milieu (1500-4000),kitea_6400
Canapé River 3 Places,6995.0,,0.0,https://www.kitea.com/canape-river-3-places.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10085433287-6-6.png,kitea,Salon Et Sejour,2026-06-11 17:45:49,False,Premium (4000-10k),kitea_6401
Chaise Kimmy,999.0,,0.0,https://www.kitea.com/chaise-kimmy.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10105766313-11_1.png,kitea,Salon Et Sejour,2026-06-11 18:55:19,False,Économique (500-1500),kitea_6403
Canapé 3 Places Pezzaro,11995.0,,0.0,https://www.kitea.com/canape-3-places-pezzaro.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10108502314-9_1.png,kitea,Salon Et Sejour,2026-06-11 18:55:04,False,Luxe (>10k),kitea_6406
Canapé-Lit New Fiji + Coffre Et 2 Coussins,2495.0,,0.0,https://www.kitea.com/canape-lit-new-fiji-coffre-et-2-coussins.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10061097234_-_2022-09-30t152344.308_1.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:04,False,Milieu (1500-4000),kitea_6407
Table Gigogne 3 Pièces Calcutta  - Gris / Noir,1995.0,3095.0,35.5,https://www.kitea.com/table-gigogne-3-pieces-calcutta-gris-noir.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10092603214-4_1_.png,kitea,Salon Et Sejour,2026-06-11 17:44:03,True,Milieu (1500-4000),kitea_6413
Meuble Tv Mural Freedom - Noir / Marron,3995.0,6995.0,42.9,https://www.kitea.com/meuble-tv-mural-freedom-noir-marron.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10094181674-1.png,kitea,Salon Et Sejour,2026-06-11 17:44:27,True,Milieu (1500-4000),kitea_6422
Table Basse Alcano Marron,1695.0,,0.0,https://www.kitea.com/table-basse-alcano-marron.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/_/a/_a_a_aa_2_2.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:32,False,Milieu (1500-4000),kitea_6425
Bain De Soleil Sunny Life Double - Beige,3999.0,5999.0,33.3,https://www.kitea.com/bain-de-soleil-sunny-life-double-beige.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10102452343-1.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:41,True,Milieu (1500-4000),kitea_6437
Table Basse Extensible Belemir - Chêne Clair,1995.0,4995.0,60.1,https://www.kitea.com/table-basse-extensible-belemir-chene-clair.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10080553541-3.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:51,True,Milieu (1500-4000),kitea_6445
Salon New Parada Droit - Taupe,14995.0,,0.0,https://www.kitea.com/salon-new-parada-droit-taupe.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10101487287-1.png,kitea,Salon Et Sejour,2026-06-11 17:44:03,False,Luxe (>10k),kitea_6456
Meuble TV Cut Out  195cm - Chêne Beige,2695.0,3295.0,18.2,https://www.kitea.com/meuble-tv-cut-out-195cm-chene-beige.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10114704332-h3.png,kitea,Salon Et Sejour,2026-06-11 18:55:04,True,Milieu (1500-4000),kitea_6459
Chaise Simbra,2099.0,,0.0,https://www.kitea.com/chaise-simbra.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10079968333-1_1.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:04,False,Milieu (1500-4000),kitea_6460
Canapé D'angle Bellamo,15995.0,,0.0,https://www.kitea.com/canape-d-angle-bellamo.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/b/e/bellacmo-v1_1.png,kitea,Salon Et Sejour,2026-06-11 18:55:04,False,Luxe (>10k),kitea_6462
Meuble Tv Infinito - Gris Anthracite / Marron,2995.0,4495.0,33.4,https://www.kitea.com/meuble-tv-infinito-gris-anthracite-marron.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10087095192-8.png,kitea,Salon Et Sejour,2026-06-11 18:54:32,True,Milieu (1500-4000),kitea_6463
Table Basse Sky - Marron,1995.0,2599.0,23.2,https://www.kitea.com/table-basse-sky-marron-noir.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10104008332-2_1.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:37,True,Milieu (1500-4000),kitea_6466
Canapé Riva Avec Fonction Lit Et Rangement,5495.0,,0.0,https://www.kitea.com/canape-riva-avec-fonction-lit-et-rangement.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10094416343-2_1.png,kitea,Salon Et Sejour,2026-06-11 17:43:50,False,Premium (4000-10k),kitea_6478
Table Basse Rotative Trapp - Béton / Gris Clair,1599.0,2095.0,23.7,https://www.kitea.com/table-basse-rotative-trapp-beton-gris-clair.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10067741827_2_.png,kitea,Salon Et Sejour,2026-06-11 17:46:17,True,Milieu (1500-4000),kitea_6482
Meuble Tv Lacetti Beige / Crème,3390.0,4490.0,24.5,https://www.kitea.com/meuble-tv-lacetti-beige-creme.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10092423246-2.png,kitea,Salon Et Sejour,2026-06-11 17:45:10,True,Milieu (1500-4000),kitea_6484
Canapé D'Angle Santa Reversible,9995.0,,0.0,https://www.kitea.com/canape-d-angle-santa-reversible.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/c/a/canape_fond_blanc_n_2_0004_santa-bg_1_.jpg,kitea,Salon Et Sejour,2026-06-11 17:44:27,False,Premium (4000-10k),kitea_6486
Canapé D'Angle Droit Selva,9995.0,,0.0,https://www.kitea.com/canape-d-angle-droit-selva.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/5/_/5_8_1.png,kitea,Salon Et Sejour,2026-06-11 17:45:49,False,Premium (4000-10k),kitea_6493
Meuble Tv Dedelos - Marron / Beige,1699.0,,0.0,https://www.kitea.com/meuble-tv-dedelos-marron-beige.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10104015332-2_1_.png,kitea,Salon Et Sejour,2026-06-11 17:43:39,False,Milieu (1500-4000),kitea_6499
Table Basse Pratico - Marron / Beige,1495.0,1995.0,25.1,https://www.kitea.com/table-basse-pratico-marron-beige.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10104008332-r_c4.png,kitea,Salon Et Sejour,2026-06-11 17:43:17,True,Économique (500-1500),kitea_6513
Vitrine Attention - Beige / Noir,2995.0,5299.0,43.5,https://www.kitea.com/vitrine-attention-beige-noir.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/a/t/at_0072_atnv521b-m983_06.jpg,kitea,Salon Et Sejour,2026-06-11 17:43:17,True,Milieu (1500-4000),kitea_6517
Grand Meuble Tv Duro - Chêne Beige,2495.0,,0.0,https://www.kitea.com/grand-meuble-tv-duro-chene-blanc.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/_/1/_1_0_10028674343_11.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:27,False,Milieu (1500-4000),kitea_6521
Table À Manger Infinito - Gris Anthracite / Marron,3895.0,4995.0,22.0,https://www.kitea.com/table-a-manger-infinito-gris-anthracite-marron.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10087101192-base1.jpg,kitea,Salon Et Sejour,2026-06-11 18:54:32,True,Milieu (1500-4000),kitea_6523
Table Basse Savoy Chêne Marron Clair,1495.0,,0.0,https://www.kitea.com/table-basse-savoy-chene-marron-clair.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/_/1/_1_0_10044615756-2.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:32,False,Économique (500-1500),kitea_6543
Table Basse Oak Squere - Beige,1299.0,,0.0,https://www.kitea.com/table-basse-oak-squere-beige.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10106270281-2.png,kitea,Salon Et Sejour,2026-06-11 17:43:28,False,Économique (500-1500),kitea_6545
Canapé D'Angle Nova Avec Pouf,13995.0,,0.0,https://www.kitea.com/canape-d-angle-nova-avec-pouf.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10094395361-1_1.jpg,kitea,Salon Et Sejour,2026-06-11 17:43:50,False,Luxe (>10k),kitea_6556
Canapé D'Angle Droit Napoli,17995.0,,0.0,https://www.kitea.com/canape-d-angle-droit-napoli.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10107523287-1_1.jpg,kitea,Salon Et Sejour,2026-06-11 17:43:28,False,Luxe (>10k),kitea_6561
Canapé D'Angle Gauche Napoli,17995.0,,0.0,https://www.kitea.com/canape-d-angle-gauche-napoli.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10107526287-80_1.png,kitea,Salon Et Sejour,2026-06-11 17:43:28,False,Luxe (>10k),kitea_6563
Table Basse Punk - Beige / Gris,1595.0,2195.0,27.3,https://www.kitea.com/table-basse-punk-beige-gris.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/_/1/_10066040607-3_0021_cftt5116-m481_06.jpg,kitea,Salon Et Sejour,2026-06-11 17:44:49,True,Milieu (1500-4000),kitea_6565
Meuble Tv Lazio 2 Portes + 1 Tiroir - Blanc / Doré,4699.0,,0.0,https://www.kitea.com/meuble-tv-lazio-2-portes-1-tiroir-blanc-dore.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10105831699-9.jpg,kitea,Salon Et Sejour,2026-06-11 18:54:32,False,Premium (4000-10k),kitea_6571
Fauteuil Chloe Avec Fonction Lit,1695.0,,0.0,https://www.kitea.com/fauteuil-chloe-avec-fonction-lit.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10094399314-2_-_copie_1.png,kitea,Salon Et Sejour,2026-06-11 17:43:50,False,Milieu (1500-4000),kitea_6574
Table Basse Flair - Blanc,1795.0,2995.0,40.1,https://www.kitea.com/table-basse-flair-blanc.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10027655285-2.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:56,True,Milieu (1500-4000),kitea_6578
Table Ronde Soli 65X43Cm – Noir / Bois,1795.0,2499.0,28.2,https://www.kitea.com/table-ronde-soli-noir1.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10105739234.jpg,kitea,Salon Et Sejour,2026-06-11 18:55:19,True,Milieu (1500-4000),kitea_6580
Table Basse Ajustable Cortado - Marron,2295.0,4249.0,46.0,https://www.kitea.com/table-basse-ajustable-cortado-marron.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10102831246.png,kitea,Salon Et Sejour,2026-06-11 17:43:39,True,Milieu (1500-4000),kitea_6581
Canapé Lit Réversible Avec Coffre Elza,8990.0,,0.0,https://www.kitea.com/canape-lit-reversible-avec-coffre-elza.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/_/1/_1_0_10047133313-4_1.jpg,kitea,Salon Et Sejour,2026-06-11 17:46:17,False,Premium (4000-10k),kitea_6587
Canape D'Angle Gauche Dressen Avec Accoudoir Inclinable,13995.0,,0.0,https://www.kitea.com/canape-d-angle-gauche-dressen-avec-accoudoir-inclinable.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/1/0/10096805343-1_1.png,kitea,Salon Et Sejour,2026-06-11 17:44:27,False,Luxe (>10k),kitea_6589
Canapé D'Angle Gauche Idylla,9995.0,,0.0,https://www.kitea.com/canape-d-angle-gauche-idylla.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/i/d/idylla-g-gr_10092626313_3__2.jpg,kitea,Salon Et Sejour,2026-06-11 17:45:10,False,Premium (4000-10k),kitea_6593
"Chaise Sachi gris clair – 47'×60×83,5 cm",599.0,,0.0,https://www.kitea.com/chaise-sachi-gris-clair-47-60-83-5-cm.html,https://www.kitea.com/media/catalog/product/cache/c06d1bb5eedf825ac39d687cd7d5d37e/d/e/design_sans_titre_-_2026-04-06t101943.812.jpg,kitea,Salon Et Sejour,2026-06-11 18:55:04,False,Économique (500-1500),kitea_6599
